id,corpus,encoding,run,time,status,solved,baseline_time,baseline_status,speedup,speedup_bound,n_free_date_vars,n_free_int_vars,n_free_bool_vars,pinned_var_frac,pinned_date_frac,pinned_int_frac,pinned_bool_frac,n_date_subexprs,n_atoms,n_date_comparisons,n_int_comparisons,ordering_cmp_frac,n_case_splits,max_disjunction_width,bool_alternation_depth,implication_atom_frac,neg_ordering_frac,n_unit_constraints,n_date_period_ops,ground_arith_frac,max_abs_years,max_abs_months,max_abs_days,mixed_frac,max_date_chain_len,n_dot_year,n_dot_month,n_dot_day,property_access_frac,n_symbolic_date_ctors,uses_feb29,uses_leap_year,n_components,largest_component_frac,graph_density,mixed_sort_coupling
grammar-sat-12,grammar,epoch_days,run_1,60.00248553790152,timeout,0,60.01171355973929,timeout,,,9,0,0,0.0,0.0,0.0,0.0,18,9,9,0,0.7777777777777778,4,4,1,0.0,0.0,3,4,0.2,17,59,48,1.0,4,0,0,0,0.0,0,0,1,5,0.4444444444444444,0.1111111111111111,0
grammar-sat-12,grammar,hybrid_ymd,run_1,60.00385127775371,timeout,0,60.01171355973929,timeout,,,9,0,0,0.0,0.0,0.0,0.0,18,9,9,0,0.7777777777777778,4,4,1,0.0,0.0,3,4,0.2,17,59,48,1.0,4,0,0,0,0.0,0,0,1,5,0.4444444444444444,0.1111111111111111,0
grammar-sat-12,grammar,simple,run_1,60.01171355973929,timeout,0,60.01171355973929,timeout,,,9,0,0,0.0,0.0,0.0,0.0,18,9,9,0,0.7777777777777778,4,4,1,0.0,0.0,3,4,0.2,17,59,48,1.0,4,0,0,0,0.0,0,0,1,5,0.4444444444444444,0.1111111111111111,0
grammar-sat-13,grammar,alpha_beta,run_1,60.0037328870967,timeout,0,53.44527768716216,sat,0.8906992134593532,upper,7,0,0,0.0,0.0,0.0,0.0,16,8,8,0,0.5,3,3,1,0.0,0.0,3,4,0.3333333333333333,43,42,42,1.0,3,0,0,0,0.0,0,0,0,3,0.5714285714285714,0.19047619047619047,0
grammar-sat-13,grammar,epoch_days,run_1,37.58879084978253,sat,1,53.44527768716216,sat,1.4218408328362435,exact,7,0,0,0.0,0.0,0.0,0.0,16,8,8,0,0.5,3,3,1,0.0,0.0,3,4,0.3333333333333333,43,42,42,1.0,3,0,0,0,0.0,0,0,0,3,0.5714285714285714,0.19047619047619047,0
grammar-sat-13,grammar,hybrid_ymd,run_1,60.004164760932326,timeout,0,53.44527768716216,sat,0.8906928027429099,upper,7,0,0,0.0,0.0,0.0,0.0,16,8,8,0,0.5,3,3,1,0.0,0.0,3,4,0.3333333333333333,43,42,42,1.0,3,0,0,0,0.0,0,0,0,3,0.5714285714285714,0.19047619047619047,0
grammar-sat-13,grammar,simple,run_1,53.44527768716216,sat,1,53.44527768716216,sat,1.0,exact,7,0,0,0.0,0.0,0.0,0.0,16,8,8,0,0.5,3,3,1,0.0,0.0,3,4,0.3333333333333333,43,42,42,1.0,3,0,0,0,0.0,0,0,0,3,0.5714285714285714,0.19047619047619047,0
grammar-sat-14,grammar,alpha_beta,run_1,60.00428943801671,timeout,0,14.824192843399942,sat,0.24705221880367487,upper,10,0,0,0.0,0.0,0.0,0.0,27,16,16,0,0.8125,6,3,1,0.0,0.0,5,5,0.4444444444444444,18,20,32,0.8,2,0,0,0,0.0,0,0,0,3,0.8,0.15555555555555556,0
grammar-sat-14,grammar,epoch_days,run_1,2.498139725998044,sat,1,14.824192843399942,sat,5.934092752749231,exact,10,0,0,0.0,0.0,0.0,0.0,27,16,16,0,0.8125,6,3,1,0.0,0.0,5,5,0.4444444444444444,18,20,32,0.8,2,0,0,0,0.0,0,0,0,3,0.8,0.15555555555555556,0
grammar-sat-14,grammar,hybrid_ymd,run_1,60.00462176464498,timeout,0,14.824192843399942,sat,0.2470508505418899,upper,10,0,0,0.0,0.0,0.0,0.0,27,16,16,0,0.8125,6,3,1,0.0,0.0,5,5,0.4444444444444444,18,20,32,0.8,2,0,0,0,0.0,0,0,0,3,0.8,0.15555555555555556,0
grammar-sat-14,grammar,simple,run_1,14.824192843399942,sat,1,14.824192843399942,sat,1.0,exact,10,0,0,0.0,0.0,0.0,0.0,27,16,16,0,0.8125,6,3,1,0.0,0.0,5,5,0.4444444444444444,18,20,32,0.8,2,0,0,0,0.0,0,0,0,3,0.8,0.15555555555555556,0
grammar-sat-15,grammar,alpha_beta,run_1,60.00374430883676,timeout,0,7.491947430185974,sat,0.12485799872130036,upper,8,0,0,0.0,0.0,0.0,0.0,15,8,8,0,0.875,3,2,1,0.0,0.0,2,4,0.2,113,438,88,1.0,2,0,0,0,0.0,0,0,1,3,0.5,0.17857142857142858,0
grammar-sat-15,grammar,epoch_days,run_1,11.065266431309283,sat,1,7.491947430185974,sat,0.6770688692128942,exact,8,0,0,0.0,0.0,0.0,0.0,15,8,8,0,0.875,3,2,1,0.0,0.0,2,4,0.2,113,438,88,1.0,2,0,0,0,0.0,0,0,1,3,0.5,0.17857142857142858,0
grammar-sat-15,grammar,hybrid_ymd,run_1,1.9014336969703436,sat,1,7.491947430185974,sat,3.9401570731197704,exact,8,0,0,0.0,0.0,0.0,0.0,15,8,8,0,0.875,3,2,1,0.0,0.0,2,4,0.2,113,438,88,1.0,2,0,0,0,0.0,0,0,1,3,0.5,0.17857142857142858,0
grammar-sat-15,grammar,simple,run_1,7.491947430185974,sat,1,7.491947430185974,sat,1.0,exact,8,0,0,0.0,0.0,0.0,0.0,15,8,8,0,0.875,3,2,1,0.0,0.0,2,4,0.2,113,438,88,1.0,2,0,0,0,0.0,0,0,1,3,0.5,0.17857142857142858,0
grammar-sat-16,grammar,alpha_beta,run_1,60.00567779224366,timeout,0,3.113001950085163,sat,0.05187845658311271,upper,10,0,0,0.0,0.0,0.0,0.0,22,10,10,0,0.8,4,2,1,0.0,0.0,2,8,0.2,108,135,72,0.875,5,0,0,0,0.0,0,0,1,2,0.7,0.17777777777777778,0
grammar-sat-16,grammar,epoch_days,run_1,60.004176025278866,timeout,0,3.113001950085163,sat,0.05187975498194829,upper,10,0,0,0.0,0.0,0.0,0.0,22,10,10,0,0.8,4,2,1,0.0,0.0,2,8,0.2,108,135,72,0.875,5,0,0,0,0.0,0,0,1,2,0.7,0.17777777777777778,0
grammar-sat-16,grammar,hybrid_ymd,run_1,60.005511038936675,timeout,0,3.113001950085163,sat,0.05187860075160735,upper,10,0,0,0.0,0.0,0.0,0.0,22,10,10,0,0.8,4,2,1,0.0,0.0,2,8,0.2,108,135,72,0.875,5,0,0,0,0.0,0,0,1,2,0.7,0.17777777777777778,0
grammar-sat-16,grammar,simple,run_1,3.113001950085163,sat,1,3.113001950085163,sat,1.0,exact,10,0,0,0.0,0.0,0.0,0.0,22,10,10,0,0.8,4,2,1,0.0,0.0,2,8,0.2,108,135,72,0.875,5,0,0,0,0.0,0,0,1,2,0.7,0.17777777777777778,0
grammar-sat-17,grammar,alpha_beta,run_1,60.00436100829393,timeout,0,4.108872961252928,sat,0.06847623893011695,upper,9,0,0,0.1,0.1,0.0,0.0,26,12,12,0,0.5,5,3,1,0.0,0.0,3,5,0.4444444444444444,9,13,10,1.0,2,0,0,0,0.0,0,0,1,7,0.2,0.06666666666666667,0
grammar-sat-17,grammar,epoch_days,run_1,0.02873959857970476,sat,1,4.108872961252928,sat,142.9690449523021,exact,9,0,0,0.1,0.1,0.0,0.0,26,12,12,0,0.5,5,3,1,0.0,0.0,3,5,0.4444444444444444,9,13,10,1.0,2,0,0,0,0.0,0,0,1,7,0.2,0.06666666666666667,0
grammar-sat-17,grammar,hybrid_ymd,run_1,60.00359395518899,timeout,0,4.108872961252928,sat,0.06847711429287813,upper,9,0,0,0.1,0.1,0.0,0.0,26,12,12,0,0.5,5,3,1,0.0,0.0,3,5,0.4444444444444444,9,13,10,1.0,2,0,0,0,0.0,0,0,1,7,0.2,0.06666666666666667,0
grammar-sat-17,grammar,simple,run_1,4.108872961252928,sat,1,4.108872961252928,sat,1.0,exact,9,0,0,0.1,0.1,0.0,0.0,26,12,12,0,0.5,5,3,1,0.0,0.0,3,5,0.4444444444444444,9,13,10,1.0,2,0,0,0,0.0,0,0,1,7,0.2,0.06666666666666667,0
grammar-sat-18,grammar,alpha_beta,run_1,60.00368656590581,timeout,0,6.876094368286431,sat,0.11459453179987508,upper,7,0,0,0.125,0.125,0.0,0.0,23,12,12,0,0.5,6,3,1,0.0,0.0,2,4,0.5,9,12,15,1.0,3,0,0,0,0.0,0,0,1,3,0.375,0.17857142857142858,0
grammar-sat-18,grammar,epoch_days,run_1,60.00364985316992,timeout,0,6.876094368286431,sat,0.11459460191358968,upper,7,0,0,0.125,0.125,0.0,0.0,23,12,12,0,0.5,6,3,1,0.0,0.0,2,4,0.5,9,12,15,1.0,3,0,0,0,0.0,0,0,1,3,0.375,0.17857142857142858,0
grammar-sat-18,grammar,hybrid_ymd,run_1,60.00496104452759,timeout,0,6.876094368286431,sat,0.11459209786310703,upper,7,0,0,0.125,0.125,0.0,0.0,23,12,12,0,0.5,6,3,1,0.0,0.0,2,4,0.5,9,12,15,1.0,3,0,0,0,0.0,0,0,1,3,0.375,0.17857142857142858,0
grammar-sat-18,grammar,simple,run_1,6.876094368286431,sat,1,6.876094368286431,sat,1.0,exact,7,0,0,0.125,0.125,0.0,0.0,23,12,12,0,0.5,6,3,1,0.0,0.0,2,4,0.5,9,12,15,1.0,3,0,0,0,0.0,0,0,1,3,0.375,0.17857142857142858,0
grammar-sat-19,grammar,alpha_beta,run_1,60.0037349043414,timeout,0,11.014124692417681,sat,0.18355731872318476,upper,7,0,0,0.0,0.0,0.0,0.0,17,9,9,0,0.8888888888888888,4,4,1,0.0,0.0,3,7,0.125,30,30,24,0.7142857142857143,3,0,0,0,0.0,0,0,0,3,0.7142857142857143,0.19047619047619047,0
grammar-sat-19,grammar,epoch_days,run_1,60.002750335261226,timeout,0,11.014124692417681,sat,0.18356033066612812,upper,7,0,0,0.0,0.0,0.0,0.0,17,9,9,0,0.8888888888888888,4,4,1,0.0,0.0,3,7,0.125,30,30,24,0.7142857142857143,3,0,0,0,0.0,0,0,0,3,0.7142857142857143,0.19047619047619047,0
grammar-sat-19,grammar,hybrid_ymd,run_1,60.00346410367638,timeout,0,11.014124692417681,sat,0.18355814713275614,upper,7,0,0,0.0,0.0,0.0,0.0,17,9,9,0,0.8888888888888888,4,4,1,0.0,0.0,3,7,0.125,30,30,24,0.7142857142857143,3,0,0,0,0.0,0,0,0,3,0.7142857142857143,0.19047619047619047,0
grammar-sat-19,grammar,simple,run_1,11.014124692417681,sat,1,11.014124692417681,sat,1.0,exact,7,0,0,0.0,0.0,0.0,0.0,17,9,9,0,0.8888888888888888,4,4,1,0.0,0.0,3,7,0.125,30,30,24,0.7142857142857143,3,0,0,0,0.0,0,0,0,3,0.7142857142857143,0.19047619047619047,0
grammar-sat-2,grammar,alpha_beta,run_1,60.00384325440973,timeout,0,7.733531130477786,sat,0.1288839299457613,upper,9,0,0,0.0,0.0,0.0,0.0,20,16,16,0,0.8125,7,4,1,0.0,0.0,4,4,0.3333333333333333,20,40,20,1.0,2,0,0,0,0.0,0,0,1,1,1.0,0.25,0
grammar-sat-2,grammar,epoch_days,run_1,34.36077300738543,sat,1,7.733531130477786,sat,0.22506860159448558,exact,9,0,0,0.0,0.0,0.0,0.0,20,16,16,0,0.8125,7,4,1,0.0,0.0,4,4,0.3333333333333333,20,40,20,1.0,2,0,0,0,0.0,0,0,1,1,1.0,0.25,0
grammar-sat-2,grammar,hybrid_ymd,run_1,60.004599762149155,timeout,0,7.733531130477786,sat,0.12888230504215595,upper,9,0,0,0.0,0.0,0.0,0.0,20,16,16,0,0.8125,7,4,1,0.0,0.0,4,4,0.3333333333333333,20,40,20,1.0,2,0,0,0,0.0,0,0,1,1,1.0,0.25,0
grammar-sat-2,grammar,simple,run_1,7.733531130477786,sat,1,7.733531130477786,sat,1.0,exact,9,0,0,0.0,0.0,0.0,0.0,20,16,16,0,0.8125,7,4,1,0.0,0.0,4,4,0.3333333333333333,20,40,20,1.0,2,0,0,0,0.0,0,0,1,1,1.0,0.25,0
grammar-sat-20,grammar,alpha_beta,run_1,60.00481853634119,timeout,0,2.875980343669653,sat,0.04792915658811384,upper,6,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0,22,11,11,0,0.6363636363636364,3,3,1,0.0,0.0,6,8,0.2,24,42,12,1.0,3,0,0,0,0.0,0,0,1,2,0.8571428571428571,0.23809523809523808,0
grammar-sat-20,grammar,epoch_days,run_1,60.003369686193764,timeout,0,2.875980343669653,sat,0.04793031389254444,upper,6,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0,22,11,11,0,0.6363636363636364,3,3,1,0.0,0.0,6,8,0.2,24,42,12,1.0,3,0,0,0,0.0,0,0,1,2,0.8571428571428571,0.23809523809523808,0
grammar-sat-20,grammar,hybrid_ymd,run_1,60.00440990086645,timeout,0,2.875980343669653,sat,0.04792948299001811,upper,6,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0,22,11,11,0,0.6363636363636364,3,3,1,0.0,0.0,6,8,0.2,24,42,12,1.0,3,0,0,0,0.0,0,0,1,2,0.8571428571428571,0.23809523809523808,0
grammar-sat-20,grammar,simple,run_1,2.875980343669653,sat,1,2.875980343669653,sat,1.0,exact,6,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0,22,11,11,0,0.6363636363636364,3,3,1,0.0,0.0,6,8,0.2,24,42,12,1.0,3,0,0,0,0.0,0,0,1,2,0.8571428571428571,0.23809523809523808,0
grammar-sat-21,grammar,alpha_beta,run_1,60.00362672936171,timeout,0,2.854077230207622,sat,0.04756507874233258,upper,8,0,0,0.0,0.0,0.0,0.0,18,10,10,0,0.6,3,2,1,0.0,0.0,4,4,0.3333333333333333,100,20,60,1.0,2,0,0,0,0.0,0,0,0,3,0.5,0.17857142857142858,0
grammar-sat-21,grammar,epoch_days,run_1,44.15267474297434,sat,1,2.854077230207622,sat,0.06464109472012833,exact,8,0,0,0.0,0.0,0.0,0.0,18,10,10,0,0.6,3,2,1,0.0,0.0,4,4,0.3333333333333333,100,20,60,1.0,2,0,0,0,0.0,0,0,0,3,0.5,0.17857142857142858,0
grammar-sat-21,grammar,hybrid_ymd,run_1,60.00428953859955,timeout,0,2.854077230207622,sat,0.04756455333700187,upper,8,0,0,0.0,0.0,0.0,0.0,18,10,10,0,0.6,3,2,1,0.0,0.0,4,4,0.3333333333333333,100,20,60,1.0,2,0,0,0,0.0,0,0,0,3,0.5,0.17857142857142858,0
grammar-sat-21,grammar,simple,run_1,2.854077230207622,sat,1,2.854077230207622,sat,1.0,exact,8,0,0,0.0,0.0,0.0,0.0,18,10,10,0,0.6,3,2,1,0.0,0.0,4,4,0.3333333333333333,100,20,60,1.0,2,0,0,0,0.0,0,0,0,3,0.5,0.17857142857142858,0
grammar-sat-22,grammar,alpha_beta,run_1,4.18727361690253,sat,1,3.6951971258968115,sat,0.8824828430080658,exact,8,0,0,0.0,0.0,0.0,0.0,12,7,7,0,1.0,1,2,1,0.0,0.0,5,2,0.3333333333333333,28,56,35,1.0,2,0,0,0,0.0,0,0,0,2,0.5,0.21428571428571427,0
grammar-sat-22,grammar,epoch_days,run_1,19.04862786643207,sat,1,3.6951971258968115,sat,0.19398757494803984,exact,8,0,0,0.0,0.0,0.0,0.0,12,7,7,0,1.0,1,2,1,0.0,0.0,5,2,0.3333333333333333,28,56,35,1.0,2,0,0,0,0.0,0,0,0,2,0.5,0.21428571428571427,0
grammar-sat-22,grammar,hybrid_ymd,run_1,47.017521874047816,sat,1,3.6951971258968115,sat,0.0785919159201039,exact,8,0,0,0.0,0.0,0.0,0.0,12,7,7,0,1.0,1,2,1,0.0,0.0,5,2,0.3333333333333333,28,56,35,1.0,2,0,0,0,0.0,0,0,0,2,0.5,0.21428571428571427,0
grammar-sat-22,grammar,simple,run_1,3.6951971258968115,sat,1,3.6951971258968115,sat,1.0,exact,8,0,0,0.0,0.0,0.0,0.0,12,7,7,0,1.0,1,2,1,0.0,0.0,5,2,0.3333333333333333,28,56,35,1.0,2,0,0,0,0.0,0,0,0,2,0.5,0.21428571428571427,0
grammar-sat-23,grammar,alpha_beta,run_1,60.00402005482465,timeout,0,2.422304045408964,sat,0.04036902932829744,upper,10,0,0,0.0,0.0,0.0,0.0,27,18,18,0,0.8333333333333334,8,5,1,0.0,0.0,7,3,0.5714285714285714,8,36,28,1.0,2,0,0,0,0.0,0,0,0,5,0.4,0.1111111111111111,0
grammar-sat-23,grammar,epoch_days,run_1,16.74827162362635,sat,1,2.422304045408964,sat,0.14463009078452507,exact,10,0,0,0.0,0.0,0.0,0.0,27,18,18,0,0.8333333333333334,8,5,1,0.0,0.0,7,3,0.5714285714285714,8,36,28,1.0,2,0,0,0,0.0,0,0,0,5,0.4,0.1111111111111111,0
grammar-sat-23,grammar,hybrid_ymd,run_1,60.003510776907206,timeout,0,2.422304045408964,sat,0.04036937195916886,upper,10,0,0,0.0,0.0,0.0,0.0,27,18,18,0,0.8333333333333334,8,5,1,0.0,0.0,7,3,0.5714285714285714,8,36,28,1.0,2,0,0,0,0.0,0,0,0,5,0.4,0.1111111111111111,0
grammar-sat-23,grammar,simple,run_1,2.422304045408964,sat,1,2.422304045408964,sat,1.0,exact,10,0,0,0.0,0.0,0.0,0.0,27,18,18,0,0.8333333333333334,8,5,1,0.0,0.0,7,3,0.5714285714285714,8,36,28,1.0,2,0,0,0,0.0,0,0,0,5,0.4,0.1111111111111111,0
grammar-sat-24,grammar,alpha_beta,run_1,60.00367441494018,timeout,0,2.570489874109626,sat,0.04283887443848948,upper,7,0,0,0.0,0.0,0.0,0.0,14,7,7,0,0.7142857142857143,1,2,1,0.0,0.0,5,6,0.0,80,40,80,0.6666666666666666,3,0,0,0,0.0,0,0,0,3,0.42857142857142855,0.19047619047619047,0
grammar-sat-24,grammar,epoch_days,run_1,60.003213327378035,timeout,0,2.570489874109626,sat,0.04283920362872921,upper,7,0,0,0.0,0.0,0.0,0.0,14,7,7,0,0.7142857142857143,1,2,1,0.0,0.0,5,6,0.0,80,40,80,0.6666666666666666,3,0,0,0,0.0,0,0,0,3,0.42857142857142855,0.19047619047619047,0
grammar-sat-24,grammar,hybrid_ymd,run_1,60.004391834139824,timeout,0,2.570489874109626,sat,0.04283836225212988,upper,7,0,0,0.0,0.0,0.0,0.0,14,7,7,0,0.7142857142857143,1,2,1,0.0,0.0,5,6,0.0,80,40,80,0.6666666666666666,3,0,0,0,0.0,0,0,0,3,0.42857142857142855,0.19047619047619047,0
grammar-sat-24,grammar,simple,run_1,2.570489874109626,sat,1,2.570489874109626,sat,1.0,exact,7,0,0,0.0,0.0,0.0,0.0,14,7,7,0,0.7142857142857143,1,2,1,0.0,0.0,5,6,0.0,80,40,80,0.6666666666666666,3,0,0,0,0.0,0,0,0,3,0.42857142857142855,0.19047619047619047,0
grammar-sat-25,grammar,alpha_beta,run_1,60.00340510252863,timeout,0,10.880804847925901,sat,0.18133645631166637,upper,8,0,0,0.0,0.0,0.0,0.0,18,10,10,0,0.6,3,2,1,0.0,0.0,4,4,0.2,14,8,32,0.75,2,0,0,0,0.0,0,0,1,4,0.5,0.14285714285714285,0
grammar-sat-25,grammar,epoch_days,run_1,60.00310655683279,timeout,0,10.880804847925901,sat,0.18133735855192754,upper,8,0,0,0.0,0.0,0.0,0.0,18,10,10,0,0.6,3,2,1,0.0,0.0,4,4,0.2,14,8,32,0.75,2,0,0,0,0.0,0,0,1,4,0.5,0.14285714285714285,0
grammar-sat-25,grammar,hybrid_ymd,run_1,60.003228422254324,timeout,0,10.880804847925901,sat,0.18133699025918362,upper,8,0,0,0.0,0.0,0.0,0.0,18,10,10,0,0.6,3,2,1,0.0,0.0,4,4,0.2,14,8,32,0.75,2,0,0,0,0.0,0,0,1,4,0.5,0.14285714285714285,0
grammar-sat-25,grammar,simple,run_1,10.880804847925901,sat,1,10.880804847925901,sat,1.0,exact,8,0,0,0.0,0.0,0.0,0.0,18,10,10,0,0.6,3,2,1,0.0,0.0,4,4,0.2,14,8,32,0.75,2,0,0,0,0.0,0,0,1,4,0.5,0.14285714285714285,0
grammar-sat-26,grammar,alpha_beta,run_1,18.69234491046518,sat,1,6.300369931384921,sat,0.3370561564941789,exact,7,0,0,0.0,0.0,0.0,0.0,15,12,12,0,0.5,4,2,1,0.0,0.0,4,2,0.3333333333333333,91,74,36,1.0,1,0,0,0,0.0,0,0,1,3,0.7142857142857143,0.19047619047619047,0
grammar-sat-26,grammar,epoch_days,run_1,0.9137500580400229,sat,1,6.300369931384921,sat,6.895069254385712,exact,7,0,0,0.0,0.0,0.0,0.0,15,12,12,0,0.5,4,2,1,0.0,0.0,4,2,0.3333333333333333,91,74,36,1.0,1,0,0,0,0.0,0,0,1,3,0.7142857142857143,0.19047619047619047,0
grammar-sat-26,grammar,hybrid_ymd,run_1,0.35134744830429554,sat,1,6.300369931384921,sat,17.93202131335329,exact,7,0,0,0.0,0.0,0.0,0.0,15,12,12,0,0.5,4,2,1,0.0,0.0,4,2,0.3333333333333333,91,74,36,1.0,1,0,0,0,0.0,0,0,1,3,0.7142857142857143,0.19047619047619047,0
grammar-sat-26,grammar,simple,run_1,6.300369931384921,sat,1,6.300369931384921,sat,1.0,exact,7,0,0,0.0,0.0,0.0,0.0,15,12,12,0,0.5,4,2,1,0.0,0.0,4,2,0.3333333333333333,91,74,36,1.0,1,0,0,0,0.0,0,0,1,3,0.7142857142857143,0.19047619047619047,0
grammar-sat-27,grammar,alpha_beta,run_1,60.00510346982628,timeout,0,6.449882925488055,sat,0.10748890598499501,upper,8,0,0,0.0,0.0,0.0,0.0,21,12,12,0,0.5833333333333334,6,5,1,0.0,0.0,4,5,0.4444444444444444,17,14,9,1.0,2,0,0,0,0.0,0,0,0,2,0.625,0.25,0
grammar-sat-27,grammar,epoch_days,run_1,26.192489398643374,sat,1,6.449882925488055,sat,0.24624932847437261,exact,8,0,0,0.0,0.0,0.0,0.0,21,12,12,0,0.5833333333333334,6,5,1,0.0,0.0,4,5,0.4444444444444444,17,14,9,1.0,2,0,0,0,0.0,0,0,0,2,0.625,0.25,0
grammar-sat-27,grammar,hybrid_ymd,run_1,60.00469533074647,timeout,0,6.449882925488055,sat,0.10748963710150075,upper,8,0,0,0.0,0.0,0.0,0.0,21,12,12,0,0.5833333333333334,6,5,1,0.0,0.0,4,5,0.4444444444444444,17,14,9,1.0,2,0,0,0,0.0,0,0,0,2,0.625,0.25,0
